Sr.No,Series Name,Years,Runtime,Genre,Rating,Certificate,Votes
1267,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1268,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1269,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1270,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1271,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1272,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1273,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1274,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1275,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1276,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1277,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1278,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1279,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1280,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1281,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1282,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1283,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1284,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1285,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1286,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1287,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1288,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1289,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1290,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1291,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1292,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1293,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1294,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1295,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1296,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1297,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1298,Futurama,(1999–2023),22 min,"Animation,Adventure,Comedy",8.5,TV-14,"245,824"
1299,Hell's Paradise: Jigokuraku,(2023– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"2,488"
1300,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1301,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1302,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1303,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1304,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1305,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1306,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1307,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1308,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1309,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1310,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1311,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1312,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1313,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1314,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1315,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1316,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1317,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1318,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1319,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1320,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1321,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1322,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1323,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1324,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1325,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1326,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1327,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1328,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1329,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1330,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1331,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1332,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1333,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1334,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1335,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1336,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1337,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1338,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1339,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1340,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1341,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1342,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1343,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1344,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1345,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1346,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1347,Futurama,(1999–2023),22 min,"Animation,Adventure,Comedy",8.5,TV-14,"245,824"
1348,Hell's Paradise: Jigokuraku,(2023– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"2,488"
1349,Jujutsu Kaisen,(2020– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"72,140"
1350,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1351,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1352,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1353,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1354,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1355,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1356,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1357,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1358,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1359,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1360,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1361,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1362,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1363,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1364,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1365,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1366,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1367,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1368,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1369,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1370,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1371,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1372,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1373,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1374,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1375,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1376,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1377,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1378,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1379,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1380,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1381,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1382,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1383,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1384,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1385,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1386,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1387,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1388,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1389,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1390,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1391,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1392,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1393,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1394,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1395,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1396,Futurama,(1999–2023),22 min,"Animation,Adventure,Comedy",8.5,TV-14,"245,824"
1397,Hell's Paradise: Jigokuraku,(2023– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"2,488"
1398,Jujutsu Kaisen,(2020– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"72,140"
1399,Chainsaw Man,(2022– ),25 min,"Animation,Action,Adventure",8.5,TV-MA,"36,886"
1400,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1401,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1402,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1403,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1404,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1405,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1406,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1407,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1408,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1409,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1410,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1411,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1412,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1413,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1414,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1415,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1416,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1417,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1418,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1419,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1420,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1421,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1422,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1423,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1424,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1425,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1426,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1427,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1428,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1429,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1430,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1431,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1432,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1433,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1434,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1435,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1436,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1437,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1438,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1439,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1440,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1441,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1442,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1443,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1444,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1445,Futurama,(1999–2023),22 min,"Animation,Adventure,Comedy",8.5,TV-14,"245,824"
1446,Hell's Paradise: Jigokuraku,(2023– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"2,488"
1447,Jujutsu Kaisen,(2020– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"72,140"
1448,Chainsaw Man,(2022– ),25 min,"Animation,Action,Adventure",8.5,TV-MA,"36,886"
1449,The Owl House,(2020–2023),22 min,"Animation,Action,Adventure",8.5,TV-Y7-FV,"15,454"
1450,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1451,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1452,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1453,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1454,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1455,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1456,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1457,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1458,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1459,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1460,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1461,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1462,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1463,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1464,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1465,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1466,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1467,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1468,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1469,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1470,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1471,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1472,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1473,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1474,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1475,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1476,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1477,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1478,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1479,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1480,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1481,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1482,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1483,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1484,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1485,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1486,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1487,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1488,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1489,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1490,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1491,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1492,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1493,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1494,Futurama,(1999–2023),22 min,"Animation,Adventure,Comedy",8.5,TV-14,"245,824"
1495,Hell's Paradise: Jigokuraku,(2023– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"2,488"
1496,Jujutsu Kaisen,(2020– ),24 min,"Animation,Action,Adventure",8.5,TV-MA,"72,140"
1497,Chainsaw Man,(2022– ),25 min,"Animation,Action,Adventure",8.5,TV-MA,"36,886"
1498,The Owl House,(2020–2023),22 min,"Animation,Action,Adventure",8.5,TV-Y7-FV,"15,454"
1499,JoJo's Bizarre Adventure,(2012– ),24 min,"Animation,Action,Adventure",8.5,TV-14,"28,410"
